timestamp,open,high,low,close,volume,trend
10/24/2018,6553.51,6630,6547.53,6565.5,11951.54398,0
10/25/2018,6566.81,6575.09,6502.8,6528.09,10342.70124,0
10/26/2018,6528.13,6600,6515.01,6538.63,9443.504156,0
10/27/2018,6538.63,6558.35,6463.04,6505.6,7776.907864,0
10/28/2018,6505.6,6514.17,6453,6489.93,5743.933728,0
10/29/2018,6489.93,6505.01,6315,6344.5,13827.22407,0
10/30/2018,6344.5,6395,6317.01,6330.87,8877.175385,0
10/31/2018,6330.01,6428,6245.02,6371.93,12148.88822,0
11/1/2018,6369.52,6442.65,6348.66,6410,9099.035841,0
11/2/2018,6410,6460.34,6388.2,6433.98,9739.440679,0
11/3/2018,6432.8,6439.97,6345,6387.09,7661.241476,0
11/4/2018,6388,6525,6359,6485.85,10592.39494,0
11/5/2018,6485.85,6504.39,6431.02,6468.99,8987.882156,0
11/6/2018,6468.99,6531.31,6445.18,6519.11,11926.5657,0
11/7/2018,6522.73,6615.15,6509,6578.46,14271.59112,0
11/8/2018,6578.46,6594,6468.22,6479.84,13259.78928,0
11/9/2018,6479.84,6511.53,6391.01,6419.99,11787.61658,0
11/10/2018,6419.99,6475.55,6411,6433.05,7714.829926,0
11/11/2018,6435.16,6462.14,6355,6449.81,8213.507117,0
11/12/2018,6450.71,6497,6421,6453.07,10132.78257,0
11/13/2018,6451.68,6498,6391.15,6457.66,11790.56493,0
11/14/2018,6458.98,6482.84,5656.87,5922.41,46478.964,0
11/15/2018,5917.2,5939.54,5403.42,5753.4,47700.8294,0
11/16/2018,5757.09,5782.89,5549.25,5655.94,38721.80227,0
11/17/2018,5650.57,5656.6,5565.43,5628.29,26411.24141,0
11/18/2018,5630.49,5738.17,5617,5662,23844.99935,0
11/19/2018,5661.94,5664,4855,4910.03,70580.89286,0
11/20/2018,4913.4,5048.24,4326,4558.86,117380.9516,0
11/21/2018,4559.91,4787.2,4413.85,4661.07,61071.82948,0
11/22/2018,4661.08,4721.77,4335,4370,34531.11914,0
11/23/2018,4370.9,4484,4222.94,4420.61,49371.92032,0
11/24/2018,4415.63,4527,3824.69,3932.44,61693.11101,0
11/25/2018,3933.68,4233,3652.66,4085.78,101693.9756,0
11/26/2018,4088.69,4206,3701,3862.2,94504.86572,0
11/27/2018,3864.45,3940,3689.12,3875.21,67480.60721,0
11/28/2018,3875.63,4394.47,3874.27,4264.85,91983.56795,0
11/29/2018,4262.06,4450.38,4125.65,4295.84,73980.19867,0
11/30/2018,4295.72,4341.36,3943,4041.32,67758.44628,0
12/1/2018,4041.27,4299.99,3963.01,4190.02,44840.07348,0
12/2/2018,4190.98,4312.99,4103.04,4161.01,38912.15479,0
12/3/2018,4160.55,4179,3827,3884.01,49094.36916,0
12/4/2018,3884.76,4085,3781,3951.64,48489.55161,0
12/5/2018,3950.98,3970,3745,3769.84,44004.79945,0
12/6/2018,3768.44,3899.99,3500,3508.75,68378.79694,0
12/7/2018,3508.75,3549.99,3224.6,3403.55,95145.45744,0
12/8/2018,3403.57,3495,3222,3410.93,55365.94995,0
12/9/2018,3411.36,3658,3394.04,3545.37,45956.8933,0
12/10/2018,3548.49,3610,3370.11,3432.88,40989.24455,0
12/11/2018,3434.01,3480,3324.32,3380.39,35920.86415,0
12/12/2018,3379.23,3492,3350,3445,33922.93129,0
12/13/2018,3446.38,3460,3255.5,3302.06,40040.91701,0
12/14/2018,3302.06,3335.39,3177,3224.17,44492.98381,0
12/15/2018,3225.19,3276.5,3156.26,3211.72,29796.04144,0
12/16/2018,3211.71,3294,3186,3228.67,24628.80854,0
12/17/2018,3229.22,3585,3216,3509.08,66762.21639,0
12/18/2018,3509.03,3678.59,3424.47,3652.98,61369.61526,1
12/19/2018,3653,3912.73,3622.55,3662.22,94137.34101,1
12/20/2018,3660.01,4120,3635,4049.62,101543.836,1
12/21/2018,4051.86,4139.99,3764,3838.66,82343.85011,1
12/22/2018,3840.25,3979,3785,3948.91,42822.35087,1
12/23/2018,3948.91,4021.53,3870,3929.71,40117.53153,1
12/24/2018,3929.71,4198,3924.83,4008.01,64647.80913,1
12/25/2018,4010.11,4020,3646.41,3745.79,62725.62943,1
12/26/2018,3745.56,3837.15,3656.74,3777.74,42629.37582,1
12/27/2018,3777.74,3813.98,3535,3567.91,44097.39291,1
12/28/2018,3567.89,3887.25,3540.04,3839.26,45964.30499,1
12/29/2018,3839,3892,3670,3695.32,38874.3739,1
12/30/2018,3696.71,3903.5,3657.9,3801.91,33222.36926,1
12/31/2018,3803.12,3810,3630.33,3702.9,29991.77835,1
1/1/2019,3701.23,3810.16,3642,3797.14,23741.68703,1
1/2/2019,3796.45,3882.14,3750.45,3858.56,35156.46337,1
1/3/2019,3857.57,3862.74,3730,3766.78,29406.94836,1
1/4/2019,3767.2,3823.64,3703.57,3792.01,29519.55467,1
1/5/2019,3790.09,3840.99,3751,3770.96,30490.66775,1
1/6/2019,3771.12,4027.71,3740,3987.6,36553.80671,1
1/7/2019,3987.62,4017.9,3921.53,3975.45,31869.84626,1
1/8/2019,3976.76,4069.8,3903,3955.13,38901.42312,1
1/9/2019,3955.45,4006.81,3930.04,3966.65,28989.43951,1
1/10/2019,3966.06,3996.01,3540,3585.88,59402.22851,1
1/11/2019,3585.88,3658,3465,3601.31,38338.65473,1
1/12/2019,3601.31,3618.19,3530,3583.13,21999.92835,1
1/13/2019,3584.1,3611.1,3441.3,3476.81,26385.75745,1
1/14/2019,3477.56,3671.87,3467.02,3626.09,35235.21122,1
1/15/2019,3626.08,3648.42,3516.62,3553.06,34137.99746,1
1/16/2019,3553.06,3645,3543.51,3591.84,27480.17998,1
1/17/2019,3591.84,3634.7,3530.39,3616.21,29755.44084,1
1/18/2019,3613.32,3620,3565.75,3594.87,22713.44676,1
1/19/2019,3594.87,3720,3594.23,3665.3,22171.57812,1
1/20/2019,3665.75,3693.73,3475,3539.28,27901.9386,1
1/21/2019,3539.26,3559.51,3475.5,3526.9,19644.43684,1
1/22/2019,3526.88,3608.5,3434.85,3570.93,29336.44297,1
1/23/2019,3570.41,3607.98,3514.5,3552.82,24938.8427,1
1/24/2019,3552.97,3589,3529.22,3569.62,20826.25118,1
1/25/2019,3569.07,3587.15,3522.51,3565.29,17608.34667,1
1/26/2019,3566.69,3662.94,3545,3565.25,19476.53234,1
1/27/2019,3565.62,3579,3486,3550.84,22735.59816,1
1/28/2019,3550.05,3557.75,3380.27,3434.15,40405.1114,1
1/29/2019,3434,3443.45,3349.92,3411.04,29544.92898,1
1/30/2019,3410.04,3478,3387.1,3458.18,23968.26024,1
1/31/2019,3457.5,3489.2,3418.8,3434.1,29607.19025,1
2/1/2019,3434.1,3488,3401.2,3462.07,25260.47616,1
2/2/2019,3462.2,3526.4,3440.29,3504.77,17920.802,1
2/3/2019,3504.06,3511.09,3426,3458.11,19867.33639,1
2/4/2019,3458.11,3484.88,3433.31,3463.22,23131.98111,1
2/5/2019,3463.22,3478.97,3448.43,3471.59,25264.41503,1
2/6/2019,3471.57,3482.72,3380,3405.37,35310.24485,1
2/7/2019,3407,3426.45,3390,3398.4,18665.53864,1
2/8/2019,3398.4,3733.58,3373.1,3659.04,47968.05801,1
2/9/2019,3660.27,3680.02,3625.13,3665.18,24759.83372,1
2/10/2019,3665.18,3684.99,3609.76,3680.06,23250.60263,1
2/11/2019,3679.75,3684.9,3615.53,3631.05,24954.61457,1
2/12/2019,3631.05,3667.6,3582.34,3631.46,29479.59823,1
2/13/2019,3631.51,3670,3591.75,3609.4,25773.99765,1
2/14/2019,3608.34,3626.4,3568.11,3590.56,21753.50126,1
2/15/2019,3590.57,3653.23,3573.45,3602.47,20777.8729,1
2/16/2019,3602.49,3648.2,3597.91,3618.41,19565.99275,1
2/17/2019,3617.22,3700.11,3604.4,3667.58,25690.22778,1
2/18/2019,3667.62,3925,3655,3898.6,64042.73049,1
2/19/2019,3897.35,3994.52,3856,3907.79,50207.17267,1
2/20/2019,3907.35,3986.98,3870.66,3969.74,36205.14085,1
2/21/2019,3969.74,4016.48,3901.03,3937.31,31103.88473,1
2/22/2019,3937.31,3988,3926.65,3962,23943.16375,1
2/23/2019,3962,4162.02,3933.15,4117.76,33657.94288,1
2/24/2019,4118,4198,3712.66,3743.56,62224.18689,1
2/25/2019,3743.56,3872.66,3740,3827.92,38102.96625,1
2/26/2019,3828.44,3841.51,3777,3809.23,28838.74804,1
2/27/2019,3809.31,3838.85,3677.17,3818.07,31500.99547,1
2/28/2019,3818.04,3888,3763.87,3813.69,32561.96104,1
3/1/2019,3814.26,3857,3813.01,3823,23174.57217,1
3/2/2019,3822.17,3841.31,3772.25,3819.93,19445.83836,1
3/3/2019,3819.97,3835,3781.32,3807.75,16718.16541,1
3/4/2019,3807.32,3830,3670.69,3715.3,34742.84166,1
3/5/2019,3716.1,3877.1,3703.55,3857.73,32962.53616,1
3/6/2019,3857.58,3907,3813.09,3861.84,24775.11883,1
3/7/2019,3861.84,3905.4,3840.4,3873.64,26455.25766,1
3/8/2019,3873.63,3932,3800,3864.89,34730.36659,1
3/9/2019,3864.88,3971.75,3854.75,3943.04,30979.74765,1
3/10/2019,3943.43,3943.43,3881.69,3916.82,23187.56141,1
3/11/2019,3915.99,3936.98,3830,3871.61,38066.88571,1
3/12/2019,3871.61,3905.2,3826.06,3882.73,26921.00862,1
3/13/2019,3882.69,3893.56,3840,3866,24461.00876,1
3/14/2019,3866,3920,3810.43,3877.12,27048.74853,1
3/15/2019,3877.12,3939.22,3872.2,3923.76,21740.0615,1
3/16/2019,3924.46,4056.98,3921.98,4005.98,28568.37612,1
3/17/2019,4005.98,4012,3950.01,3981.14,18814.25558,1
3/18/2019,3981.85,4037,3953.33,3987.81,22454.47801,1
3/19/2019,3987.83,4031,3970,4015.53,19893.74182,1
3/20/2019,4017.48,4050,3980.5,4043.04,23432.30026,1
3/21/2019,4043.04,4069.32,3880.01,3980.64,35997.68212,1
3/22/2019,3980.85,4008,3968.25,3986.93,20022.60632,1
3/23/2019,3987.89,4018.83,3978.01,4006.01,17302.60432,1
3/24/2019,4006.01,4006.02,3950,3992.18,17179.85065,1
3/25/2019,3991.35,3999.3,3888.71,3936.12,33192.89022,1
3/26/2019,3935.47,3958.98,3894,3948.55,29349.53763,1
3/27/2019,3948.77,4048,3936.15,4038.05,32364.55585,1
3/28/2019,4039.58,4039.7,4002,4027.81,20089.29388,1
3/29/2019,4028.22,4123.71,4024.03,4103.25,30084.21744,1
3/30/2019,4104.24,4140,4052,4106.97,19509.2926,1
3/31/2019,4106.99,4116.12,4082.57,4103.95,13525.08743,1
4/1/2019,4102.44,4158.7,4067,4144.56,25507.06764,1
4/2/2019,4144.54,4897.99,4140.54,4857.29,105383.6393,1
4/3/2019,4857.19,5275.01,4753.5,4932.6,109890.1257,1
4/4/2019,4932.59,5039.08,4777,4898.66,61054.25417,1
4/5/2019,4898.64,5028.22,4880.62,5004.95,39768.55281,1
4/6/2019,5004.96,5205,4928.59,5043.89,41770.84231,1
4/7/2019,5042.07,5234,5026,5170.27,37615.4868,1
4/8/2019,5170.27,5305,5039,5236.9,50178.43078,1
4/9/2019,5238.38,5238.4,5076.68,5150,34067.01231,1
4/10/2019,5150,5422,5135,5308.25,40073.62047,1
4/11/2019,5307.86,5332.67,4927,5017.37,54696.60069,1
4/12/2019,5017.37,5080.58,4861.22,5048.01,33276.67861,1
4/13/2019,5047,5099,5004,5045.22,17292.4568,1
4/14/2019,5047.45,5152.99,5000,5131.3,18281.60774,1
4/15/2019,5131.28,5167.38,4950,5024.95,29057.19158,1
4/16/2019,5024.95,5197.72,5003.94,5173.72,24242.22949,1
4/17/2019,5173.72,5230.4,5146.8,5202.82,23307.53613,1
4/18/2019,5202.41,5287,5198.8,5258.44,22619.239,1
4/19/2019,5258.44,5320,5175,5258.68,24611.23632,1
4/20/2019,5258.68,5333.42,5230.1,5291.73,19168.90827,1
4/21/2019,5292.91,5314.35,5165,5256.14,25549.57094,1
4/22/2019,5257.41,5400,5208.35,5357.14,29563.85231,1
4/23/2019,5357.14,5600,5332.41,5493.31,41262.10392,1
4/24/2019,5490.91,5582.2,5333.35,5415,48224.15241,1
4/25/2019,5415,5491.84,5102,5219.9,49636.08995,1
4/26/2019,5220.47,5510,5161.62,5314.1,48912.29451,1
4/27/2019,5315,5342.5,5257.67,5295.69,15422.89694,1
4/28/2019,5295.69,5340,5259.48,5307.52,14371.43387,1
4/29/2019,5309.81,5332,5178.8,5238.14,19918.13508,1
4/30/2019,5238.14,5339.98,5192.15,5320.81,22238.06823,1
5/1/2019,5321.94,5402,5316.2,5383.2,17217.47322,1
5/2/2019,5383.2,5538,5370,5492.87,22795.78784,1
5/3/2019,5494.81,5844,5477.57,5772.69,46297.17285,1
5/4/2019,5770.62,5900,5587.45,5829.45,39682.40899,1
5/5/2019,5829.83,5839.9,5696,5775.62,23822.54378,1
5/6/2019,5773.18,5805,5619.14,5747.79,25256.59633,1
5/7/2019,5749.92,6028.41,5747.74,5846.34,39905.06442,1
5/8/2019,5846.34,6014.72,5772.2,5987.29,23074.18691,1
5/9/2019,5986.66,6224.55,5983.71,6209.18,27453.01144,1
5/10/2019,6209.95,6468.92,6172,6373.33,36623.61079,1
5/11/2019,6375.16,7343.99,6372.85,7076.22,74022.42439,1
5/12/2019,7076.24,7521.78,6750,6967.31,86948.97534,1
5/13/2019,6968.24,8100,6870,7790.71,85804.73533,1
5/14/2019,7795.62,8366,7599.56,7947.56,76583.7226,1
5/15/2019,7945.26,8249,7850,8169.87,37884.32721,1
5/16/2019,8169.08,8320,7705,7866.59,69630.514,1
5/17/2019,7868.67,7925,6913,7355.26,88752.00816,1
5/18/2019,7355.28,7458,7156.61,7257.45,37054.94478,1
5/19/2019,7257.32,8275.09,7243.08,8148.48,65577.44206,1
5/20/2019,8147.94,8156.03,7553,7938.15,65859.20856,1
5/21/2019,7937.16,8042.32,7771,7904.87,52301.75225,1
5/22/2019,7904.48,8016,7465,7628.43,49136.99459,1
5/23/2019,7627.8,7940.98,7461,7851.51,49648.1847,1
5/24/2019,7849.95,8130,7766,7964.87,46664.78533,1
5/25/2019,7964.52,8091.8,7908.34,8025.41,28414.32882,1
5/26/2019,8023,8740,7833.42,8614.43,49652.14457,1
5/27/2019,8612.54,8908.32,8589,8756.32,51886.76879,1
5/28/2019,8752.52,8798.49,8510.63,8715.64,31470.55153,1
5/29/2019,8716.87,8750,8406.6,8645.68,33880.86592,1
5/30/2019,8646.5,9074.26,8005,8269.54,70379.99852,1
5/31/2019,8267.1,8594,8108.5,8555,44727.49162,1
6/1/2019,8555,8626,8442.36,8544.07,31868.23416,1
6/2/2019,8545.1,8814.78,8524,8725.98,27835.13327,1
6/3/2019,8726,8800.95,8080.8,8115.82,45692.9651,1
6/4/2019,8115.66,8115.66,7481.02,7687.03,74143.94894,1
6/5/2019,7687.04,7896.7,7572.78,7776.5,48679.65646,1
6/6/2019,7778.08,7868.13,7444.58,7786.7,36624.11875,1
6/7/2019,7787.57,8100,7737.49,7980.53,33942.22566,1
6/8/2019,7978.94,8044.65,7751,7893.62,22657.32963,1
6/9/2019,7895.28,7935,7506.66,7628.13,31568.46516,1
6/10/2019,7627.57,8020,7511,7982.75,36756.07847,1
6/11/2019,7981,8010,7692.23,7884.9,30334.99943,1
6/12/2019,7884.9,8200,7788.99,8127.64,41597.08262,1
6/13/2019,8127.64,8309.82,8010.03,8218.54,30467.76434,1
6/14/2019,8216.44,8684.41,8144.32,8650,39835.24626,1
6/15/2019,8650.88,8864.99,8567.63,8808.7,31791.63604,1
6/16/2019,8810.77,9333,8760,8953.33,63289.25122,1
6/17/2019,8953,9444,8950,9313.96,47895.48537,1
6/18/2019,9312.13,9336.36,8950,9081.55,51554.5694,1
6/19/2019,9081.97,9304,8960,9255.49,32147.7065,1
6/20/2019,9253.76,9590,9175.2,9517.12,34556.05398,1
6/21/2019,9518.06,10174.99,9518.06,10159.86,50484.41589,1
6/22/2019,10159.86,11160,9921.72,10729.5,104169.448,1
6/23/2019,10729,11392.64,10555.18,10906.07,57445.32395,1
6/24/2019,10905.95,11143.63,10620.8,11056.59,43101.04529,1
6/25/2019,11056.59,11850,11026,11820.86,61276.68665,1
6/26/2019,11821.28,13970,11741,13093.8,155930.1474,1
6/27/2019,13098.38,13478.04,10525.1,11329.99,173894.8209,0
6/28/2019,11329.99,12480,10982.88,12400.63,95795.20396,0
6/29/2019,12407.06,12441.54,11475.02,11903.13,69642.07416,0
6/30/2019,11903.13,12180,10766.03,10854.1,84512.53044,0
7/1/2019,10854.1,11282.28,10030,10624.93,90962.26827,0
7/2/2019,10624.9,10938.75,9727,10842.85,109561.0387,0
7/3/2019,10844.98,11991.89,10841.04,11940,96815.90029,0
7/4/2019,11940,12000,11055,11145.67,66512.22189,0
7/5/2019,11145.67,11406.83,10796.44,10970.73,63534.35058,0
7/6/2019,10982.41,11665,10964.51,11256.49,51469.49633,0
7/7/2019,11256.45,11538,11094.37,11406.24,38884.7956,0
7/8/2019,11410,12338.03,11220,12238.6,52182.36722,0
7/9/2019,12238.6,12794.73,12068,12543.41,78442.13034,0
7/10/2019,12548.51,13147.08,11569,12108.37,109246.045,0
7/11/2019,12108.11,12111.73,11000,11342.89,87506.46106,0
7/12/2019,11342.88,11885,11073,11757.22,56321.85828,0
7/13/2019,11757.22,11799.98,10830,11355.76,54245.59455,0
7/14/2019,11355.78,11452,10103,10174.18,72517.57924,0
7/15/2019,10174.18,11100,9860,10838.72,81922.42633,0
7/16/2019,10833.78,11028,9350.01,9439.59,97219.44341,0
7/17/2019,9430.17,9957,9060,9667.92,84942.67272,0
7/18/2019,9668.86,10788,9252,10627.16,80283.31025,0
7/19/2019,10628.64,10769.71,10121.84,10504.29,56546.93213,0
7/20/2019,10505.78,11068.99,10350,10740.23,47331.89985,0
7/21/2019,10740.27,10817.9,10288,10589.45,38834.28794,0
7/22/2019,10590.15,10683.16,10100,10340.31,40467.95484,0
7/23/2019,10343.08,10343.97,9822,9864.91,47624.37071,0
7/24/2019,9864.78,9937,9525,9763.28,43475.38038,0
7/25/2019,9763.4,10175,9720.03,9879.87,37873.35473,0
7/26/2019,9882.15,9889.98,9637,9824,27167.46322,0
7/27/2019,9824,10188.66,9333,9476.52,43809.7783,0
7/28/2019,9478.92,9594.99,9165,9541.54,29401.02294,0
7/29/2019,9541.54,9729,9395,9507.64,29021.93741,0
7/30/2019,9509.07,9714.28,9402,9574.21,32536.36883,0
7/31/2019,9575,10109.8,9555,10080.53,39515.35456,0
8/1/2019,10080.53,10467.86,9863.46,10374.99,41727.63703,0
8/2/2019,10375,10670,10281.35,10523.75,42990.44422,0
8/3/2019,10523.75,10904.77,10497.93,10816.86,33802.31882,0
8/4/2019,10816.86,11040,10552,10929.23,39924.74514,0
8/5/2019,10929.99,11937.52,10927.8,11828.8,65153.67371,0
8/6/2019,11830,12330.7,11226.7,11481.69,76705.38988,0
8/7/2019,11481.69,12141.17,11382.84,11975.03,69173.39035,0
8/8/2019,11975.04,12060,11521,11999.77,51207.25717,0
8/9/2019,11994.17,12045.68,11700,11879.99,39427.15259,0
8/10/2019,11879.98,11985,11270,11309.31,42633.08705,0
8/11/2019,11309.24,11600,11112.11,11549.97,26772.90691,0
8/12/2019,11539.08,11577.89,11235.32,11396.08,17568.22708,0
8/13/2019,11398.35,11456.16,10788.45,10892.71,33234.72968,0
8/14/2019,10893.36,10897.48,9928.1,10050.37,54451.8475,0
8/15/2019,10055.16,10460,9911,10293.93,38174.45112,0
8/16/2019,10296.77,10536.03,9750,10331.54,51758.14292,0
8/17/2019,10331.15,10465.14,10000,10216.02,29000.5812,0
8/18/2019,10216.05,10500,10080,10306.78,24085.39517,0
8/19/2019,10306.17,10930,10258.6,10915.54,37243.31922,0
8/20/2019,10914.73,10949.96,10560,10760.51,32298.92168,0
8/21/2019,10760.51,10804.13,9858,10142.57,47355.71928,0
8/22/2019,10140.82,10242,9762,10099.88,34059.64274,0
8/23/2019,10099.9,10445,10019.79,10389.55,27550.33617,0
8/24/2019,10388.16,10419.42,9890,10134.35,27692.45684,0
8/25/2019,10134.61,10333,9906.97,10142.69,26271.6574,0
8/26/2019,10142.69,10604,10137.93,10372.25,41687.5116,0
8/27/2019,10373.6,10391.08,10051.08,10185.05,28402.77538,0
8/28/2019,10185.69,10299,9601.01,9721,42110.55538,0
8/29/2019,9721,9724,9320,9498.44,35532.69491,0
8/30/2019,9499.01,9696,9350.41,9584.54,26834.3181,0
8/31/2019,9582.76,9684.51,9420.75,9587.47,17130.29007,0
9/1/2019,9588.74,9830,9520,9724.98,19545.40484,0
9/2/2019,9723.59,10450,9712.5,10340,44740.24809,0
9/3/2019,10340,10773,10272,10615.28,47998.37678,0
9/4/2019,10611.85,10799,10369.89,10567.02,43943.88903,0
9/5/2019,10565.92,10900,10450,10564.49,33970.96064,0
9/6/2019,10563.13,10905.87,10150,10298.73,58799.64096,0
9/7/2019,10298.71,10558,10288.57,10455.88,27637.87739,0
9/8/2019,10455.9,10592.5,10208,10381.18,23984.67202,0
9/9/2019,10381.24,10480,10068.5,10303.12,39835.72761,0
9/10/2019,10302.58,10384.99,9953,10098.15,28915.41223,0
9/11/2019,10098.19,10293,9880,10158.33,31953.82456,0
9/12/2019,10158.75,10448.81,10040,10415.01,34511.16276,0
9/13/2019,10415.01,10439,10153,10342.06,30280.33978,0
9/14/2019,10344.13,10419.99,10222.33,10335.02,23621.53352,0
9/15/2019,10332.81,10360,10252.15,10302.01,18047.65401,0
9/16/2019,10303.34,10355,10078,10251.31,28971.40166,0
9/17/2019,10249.68,10275,10128.01,10187.82,22914.32456,0
9/18/2019,10187.48,10258.02,10100,10156.99,24250.2493,0
9/19/2019,10156.41,10325,9653,10244.29,44826.28258,0
9/20/2019,10243.7,10281,10061.39,10168.59,25088.49107,0
9/21/2019,10167.92,10176.7,9900,9986.39,20544.1752,0
9/22/2019,9985.15,10089,9853.97,10028.87,22049.27526,0
9/23/2019,10028.05,10049.99,9615.77,9702.25,31937.23236,0
9/24/2019,9702.2,9794.99,7800,8493.14,94007.3452,0
9/25/2019,8497.55,8730,8215.64,8430.05,60783.89226,0
9/26/2019,8430.05,8465.99,7750,8063.73,67930.85375,0
9/27/2019,8063.49,8265,7852.15,8177.91,43882.92463,0
9/28/2019,8177.47,8315,8001.09,8198.81,34473.60517,0
9/29/2019,8199.38,8229.13,7890,8043.82,31544.21139,0
9/30/2019,8043.04,8337.26,7710,8289.34,55865.48726,0
10/1/2019,8289.97,8500,8173.05,8292.44,43479.58742,0
10/2/2019,8292.67,8373.91,8151.22,8359.94,26243.38664,0
10/3/2019,8360,8393,8060,8223.96,30488.28406,0
10/4/2019,8224.43,8232.41,8005,8137.13,26476.3304,0
10/5/2019,8137.09,8183.41,8012.98,8126.19,21907.61556,0
10/6/2019,8127.55,8153.87,7785,7854.25,34676.10405,0
10/7/2019,7855.3,8299.92,7762,8190.09,52202.0723,0
10/8/2019,8190.82,8325,8088.75,8168.39,35452.65742,0
10/9/2019,8170.79,8670,8115,8560.74,55038.70438,0
10/10/2019,8562.15,8644,8414.52,8558.03,39137.94617,0
10/11/2019,8557.82,8779.51,8212.38,8258.5,50405.28442,0
10/12/2019,8257.95,8400,8250,8300.09,21339.3341,0
10/13/2019,8301.98,8451.37,8160,8275.01,27840.73995,0
10/14/2019,8275.24,8388.85,8203,8348.2,29810.66325,0
10/15/2019,8346.86,8403,8090,8159.29,32773.06248,0
10/16/2019,8159.3,8181.16,7917,7991.74,34733.59397,0
10/17/2019,7995.02,8124.92,7929.03,8070.58,29656.94916,0
10/18/2019,8070.71,8115,7816.01,7947.01,31353.18142,0
10/19/2019,7946.89,8098.1,7866.92,7948.01,26627.88939,0
10/20/2019,7949.87,8297,7870,8223.35,34286.45265,0
10/21/2019,8223.35,8333,8142.03,8197.27,30448.67954,0
10/22/2019,8197.28,8297.99,8000,8020,34651.82866,0
10/23/2019,8020.06,8047.59,7300,7466.62,63897.4571,0
10/24/2019,7468.47,7503.68,7337.99,7412.41,32714.38327,0
10/25/2019,7412.41,8799,7361,8655.02,90748.21817,0
10/26/2019,8655.88,10370,8470.38,9230,162588.5854,0
10/27/2019,9230,9794.98,9074.34,9529.93,93833.5416,0
10/28/2019,9528.23,9902.1,9160,9205.14,80174.21732,0
10/29/2019,9204.45,9550,9072,9407.62,64158.46245,0
10/30/2019,9407.62,9409.84,9001.01,9154.72,55241.78643,0
10/31/2019,9154.02,9405,8913,9140.85,54376.0249,0
11/1/2019,9140.86,9279,9030,9231.61,43594.81412,0
11/2/2019,9231.4,9373.74,9186.21,9289.52,28923.06083,0
11/3/2019,9289.85,9362.57,9066.14,9194.71,27894.37828,0
11/4/2019,9196.46,9513.68,9115.84,9393.35,45894.45628,0
11/5/2019,9392.4,9454.95,9175.76,9308.66,45935.87367,0
11/6/2019,9307.73,9440.91,9250.01,9339.05,37336.17037,0
11/7/2019,9339.16,9375,9101,9216.2,39117.47085,0
11/8/2019,9214,9261,8696,8773.73,62107.28924,0
11/9/2019,8773.74,8880,8724.88,8809.41,29469.48141,0
11/10/2019,8809.18,9147.19,8750,9039.47,34422.0298,0
11/11/2019,9040.16,9072.32,8618.68,8733.27,44888.05355,0
11/12/2019,8733.36,8888,8567.6,8821.94,40366.62947,0
11/13/2019,8821.91,8844.99,8702,8777.12,26810.11692,0
11/14/2019,8777.54,8800,8582.6,8646.68,33468.46896,0
11/15/2019,8646.38,8790,8400,8471.73,46087.41775,0
11/16/2019,8471.62,8543,8400,8491.02,20902.29975,0
11/17/2019,8490.74,8635,8350.68,8502.4,27009.03708,0
11/18/2019,8502.87,8503.52,8060,8187.17,43017.69094,0
11/19/2019,8186.5,8218.63,8003,8133.64,43556.06103,0
11/20/2019,8133.83,8264.29,8038.4,8098.01,32466.23098,0
11/21/2019,8098.56,8134.73,7500,7627.74,58418.78026,0
11/22/2019,7627.79,7750,6790,7268.23,126603.1403,0
11/23/2019,7268.23,7344.48,7080.01,7311.57,50449.89476,0
11/24/2019,7311.1,7330.39,6861,6903.28,67890.20648,0
11/25/2019,6900.23,7377.69,6515,7109.57,119645.7352,0
11/26/2019,7109.99,7340,7017.48,7156.14,65722.39769,0
11/27/2019,7154.75,7655,6840,7508.52,92452.87349,0
11/28/2019,7507.9,7643,7360,7419.49,56933.98111,0
11/29/2019,7418.52,7850,7362.3,7739.68,60745.30087,0
11/30/2019,7740.99,7810,7441,7541.89,46989.43362,0
12/1/2019,7540.63,7541.85,7210,7390.89,60769.34231,0
12/2/2019,7391.5,7420.56,7151.1,7294.28,46330.25604,0
12/3/2019,7294.42,7400,7241.35,7292.71,33149.47749,0
12/4/2019,7292.71,7750,7067,7194.32,83153.70159,0
12/5/2019,7194.59,7485,7150,7389,59306.67886,0
12/6/2019,7389,7590.03,7305,7527.47,48189.08794,0
12/7/2019,7527.8,7619.62,7470.16,7488.21,31498.68417,0
12/8/2019,7487.31,7564,7374.86,7510.11,29856.89763,0
12/9/2019,7510.11,7650,7273,7338.64,46621.88749,0
12/10/2019,7338.64,7407.6,7157.1,7224.13,49723.76214,0
12/11/2019,7224.15,7275.5,7125.66,7210,30093.09194,0
12/12/2019,7210,7295,7080.3,7198.08,42288.60093,0
12/13/2019,7197.76,7309.05,7190.76,7258.48,27609.8738,0
12/14/2019,7257.37,7271.77,7012,7064.05,29561.98597,0
12/15/2019,7064.14,7200.3,7008.35,7118.59,26395.77814,0
12/16/2019,7119.6,7150,6836,6891.72,43863.99306,0
12/17/2019,6891.44,6942.21,6560,6623.82,53865.06993,0
12/18/2019,6623.84,7440,6435,7277.83,95636.65125,0
12/19/2019,7277.83,7380,7038.31,7150.3,55509.04908,0
12/20/2019,7151.31,7220,7079.5,7187.83,32132.06921,0
